id	CASE	MEM	COUNTY	PLAINTIFF1	P1_RES	P1_COUNTY	GRIDX_P	GRIDY_P	P1_OCCUP	PLAINTIFF2	P2_RES	P2_COUNTY	P2_OCCUP	DEFENDANT	D_RES	D_COUNTY	GRIDX_D	GRIDY_D	D_OCCUP	VALUE	CONTENT	P_TYPE	P_GROUP	P_SUBCAT	D_TYPE	D_GROUP	D_SUBCAT
38.00	27.00	107	YORKS	ROGER BP OF COVENTRY	COVENTRY	WARWICKS	433300.00	279300.00	BISHOP ECC					CLERK ROB FIL WM LE	DALTON ambig	YORKS	0.00	0.00		5.00		E	LANDED				
39.00	27.00	107	YORKS	ROGER BP OF COVENTRY	COVENTRY	WARWICKS	433300.00	279300.00	BISHOP ECC					CLERK WM FIL WM LE	DALTON ambig	YORKS	0.00	0.00		5.00		E	LANDED				
40.00	28.00	107	YORKS	MASTER HOSPITAL S. LEONARD	YORK	YORKS	460300.00	451200.00	MASTER OF HOSPITAL ECC					HALLEGATE THOS ATTE	SHERBURN	YORKS	495900.00	477400.00		8.00		E	LANDED				
41.00	28.00	107	YORKS	MASTER HOSPITAL S. LEONARD	YORK	YORKS	460300.00	451200.00	MASTER OF HOSPITAL ECC					BARKESTON JOHN FIL JN FILROBDE			0.00	0.00		7.00		E	LANDED				
42.00	28.00	107	YORKS	MASTER HOSPITAL S. LEONARD	YORK	YORKS	460300.00	451200.00	MASTER OF HOSPITAL ECC					YELTON THOS DE	BATTERSBY	YORKS	459500.00	507500.00		5.00		E	LANDED				
43.00	28.00	107	YORKS	MASTER HOSPITAL S. LEONARD	YORK	YORKS	460300.00	451200.00	MASTER OF HOSPITAL ECC					MILNER ALEX LE	HELMSLY	YORKS	461000.00	484000.00		5.00		E	LANDED				
44.00	28.00	107	YORKS	MASTER HOSPITAL S. LEONARD	YORK	YORKS	460300.00	451200.00	MASTER OF HOSPITAL ECC					NORMANBY JOHN DE			0.00	0.00		5.00		E	LANDED				
45.00	28.00	107	YORKS	MASTER HOSPITAL S. LEONARD	YORK	YORKS	460300.00	451200.00	MASTER OF HOSPITAL ECC					DONY MATHEW	UPLEATHAM	YORKS	475300.00	465200.00		5.00		E	LANDED				
46.00	28.00	107	YORKS	MASTER HOSPITAL S. LEONARD	YORK	YORKS	460300.00	451200.00	MASTER OF HOSPITAL ECC					COTON JOHN DE	YORK	YORKS	460300.00	451200.00		5.00		E	LANDED				
47.00	29.00	107	YORKS	MASTER HOSPITAL S. LEONARD	YORK	YORKS	460300.00	451200.00	MASTER OF HOSPITAL ECC					TOPCLYF NIC DE	THIRTLEBY	YORKS	517700.00	434700.00		4.33		E	LANDED				
48.00	29.00	107	YORKS	MASTER HOSPITAL S. LEONARD	YORK	YORKS	460300.00	451200.00	MASTER OF HOSPITAL ECC					ESKELBY WM DE	DISHFORTH	YORKS	438065.00	473396.00		4.33		E	LANDED				
49.00	29.00	107	YORKS	MASTER HOSPITAL S. LEONARD	YORK	YORKS	460300.00	451200.00	MASTER OF HOSPITAL ECC					MIDDLETON ALEX DE			0.00	0.00		4.33		E	LANDED				
50.00	29.00	107	YORKS	MASTER HOSPITAL S. LEONARD	YORK	YORKS	460300.00	451200.00	MASTER OF HOSPITAL ECC					GYMER WM	XXXX		0.00	0.00		4.33		E	LANDED				
51.00	29.00	107	YORKS	MASTER HOSPITAL S. LEONARD	YORK	YORKS	460300.00	451200.00	MASTER OF HOSPITAL ECC					PONTEFRACT ROB FIL THOM DE	WILSTHORPE	YORKS	517000.00	464000.00		4.33		E	LANDED				
52.00	30.00	107	YORKS	GRYMESTON MARTIN DE	COLLMN unident		0.00	0.00	PARSON ECC					EVERYNGHAM ADAM DE			0.00	0.00	CHIVALIER	40.00		E	LANDED		L	LANDED	GENTRY
53.00	31.00	113	KENT	KENHAM RIC DE	LONDON	LONDON	531100.00	181700.00						S. DYONISI MARGT & RALPH DE	ROCHESTER	KENT	574460.00	168190.00		40.00							
54.00	32.00	113	KENT	IFELD JOHN DE			0.00	0.00	CHIVALIER					GODWYNDE JOHN	ROCHESTER	KENT	574460.00	168190.00		13.33	E1	L	LANDED	GENTRY			
55.00	33.00	113	KENT	ORYEL NIC DE EXEC OF	MEREWORTH	KENT	566060.00	153810.00	PARSON ECC					CRETYNG JOHN DE			0.00	0.00		40.00		E	LANDED				
56.00	34.00	113	KENT	PAUL	RUXLEY	KENT	548000.00	170000.00	PARSON ECC					CLERKE JOHN LE	DARTFORD	KENT	553801.00	174040.00		20.00		E	LANDED				
57.00	35.00	115	ESSEX	SWASHAM WALTER DE	MISTLEY	ESSEX	611400.00	231700.00	PARSON ECC					THORP THOS DE	INWORTH	ESSEX	587900.00	217900.00	CHAPLAIN ECC	26.67		E	LANDED		E	LANDED	
58.00	35.00	115	ESSEX	SWASHAM WALTER DE	MISTLEY	ESSEX	611400.00	231700.00	PARSON ECC					STURNERE ADAM DE			0.00	0.00	CHAPLAIN ECC	26.67		E	LANDED		E	LANDED	
59.00	35.00	115	ESSEX	SWASHAM WALTER DE	MISTLEY	ESSEX	611400.00	231700.00	PARSON ECC					TYNE ROGER	MANNINGTREE	ESSEX	610500.00	231800.00		26.67		E	LANDED				
60.00	35.00	115	ESSEX	SWASHAM WALTER DE	MISTLEY	ESSEX	611400.00	231700.00	PARSON ECC					BAKERE JOHN LE	MANNINGTREE	ESSEX	610500.00	231800.00		26.67		E	LANDED				
61.00	36.00	116	KENT	GOLDYNTON THEOBALD			0.00	0.00	CLERK					S. MARTIN, PRIOR OF	DOVER	KENT	632140.00	141400.00	PRIOR ECC	26.00		L	OFF&PROF		E	LANDED	
62.00	37.00	119	KENT	DYNE GALF			0.00	0.00						BEGGEBROK JOHN	HORSMONDEN	KENT	569969.00	140540.00		22.00							
63.00	38.00	119	KENT	GYGOUR HENRY LE	BATH	SOMERSET	375000.00	164600.00	ARCHDEACON ECC					MOUNTE ROB DE	ASHFORD	KENT	600800.00	142840.00		6.33		E	LANDED				
64.00	38.00	119	KENT	GYGOUR HENRY LE	BATH	SOMERSET	375000.00	164600.00	ARCHDEACON ECC					WYMOND JOHN	RECULVER	KENT	622701.00	168835.00		6.33		E	LANDED				
65.00	39.00	119	KENT	GYGOUR HENRY LE	BATH	SOMERSET	375000.00	164600.00	ARCHDEACON ECC					WYMOND ROB	ASHFORD	KENT	600800.00	1442840.00		6.33		E	LANDED				
66.00	40.00	120	ESSEX	S. JOHNS ABBOT OF	COLCHESTER	ESSEX	599800.00	225200.00	ABBOT ECC					GARDINER THOS	TAKELEY	ESSEX	555500.00	221600.00		16.69		E	LANDED				
67.00	41.00	122	YORKS	HOLDEN ROB DE EXECS OF			0.00	0.00						BURTON JOHN DE	KILNSEA	YORKS	540984.00	416288.00		20.00							
68.00	41.00	122	YORKS	HOLDEN ROB DE EXECS OF			0.00	0.00						WARENNA JOHN DE			0.00	0.00		20.00							
69.00	42.00	122	YORKS	PLOMER JOHN LE EXECS OF	YORK	YORKS	460300.00	451200.00	IRONMONGER					WARENNE JOHN DE	YORK	YORKS	460300.00	451200.00	PARSON ECC	27.00		L	M&CRAFT	METALS COARSE	E	LANDED	
70.00	43.00	123	BERKS	VECCO HERLEWYN ABBOT OF	BEC	NORMANDY	0.00	0.00	ABBOT ECC					WALLINGFORD PRIOR OF	WALLINGFORD	OXON	460700.00	189300.00	PRIOR ECC	12.00		E	LANDED		E	LANDED	
71.00	44.00	125	HERTS	BASSYNGBURN ALBREDA FIL JN DE			0.00	0.00						PUNCHARDEN RIC	WILLIAN	HERTS	522000.00	230000.00		5.00							
72.00	45.00	127	SURREY	STOGHTON HENRY DE			0.00	0.00						PYKARD JOHN	GUILDFORD	SURREY	499600.00	149600.00		6.00							
73.00	46.00	130	OXON	HOO WM DE LA			0.00	0.00						ROMEYN JOHN	WINNALL in Thame	OXON	470000.00	205000.00		33.33							
74.00	47.00	132	KENT	DAVENTTONE PRIORESS OF	DAVINGTON	KENT	600500.00	161500.00	PRIORESS ECC					GUOTE JOHN	WICHLING	KENT	592000.00	156000.00		4.00		E	LANDED				
75.00	48.00	132	KENT	CANTUAR M ROB DE			0.00	0.00						STATE ROGER	RIPPLE	KENT	634470.00	149830.00		70.00							
76.00	48.00	132	KENT	CANTUAR M ROB DE			0.00	0.00						STATE THOS	MONKTON	KENT	628000.00	165000.00		70.00							
77.00	48.00	132	KENT	CANTUAR M ROB DE			0.00	0.00						FERDE WM ATTE	RIPPLE	KENT	634470.00	149830.00		70.00							
78.00	48.00	132	KENT	CANTUAR M ROB DE			0.00	0.00						COPPEDAY JOHN			0.00	0.00		70.00							
79.00	49.00	134	YORKS	HOSPITAL S. LEONARD MASTER OF	YORK	YORKS	460300.00	451200.00						STAPELTON JOHN DE			0.00	0.00		16.00							
80.00	49.00	134	YORKS	HOSPITAL S. LEONARD MASTER OF	YORK	YORKS	460300.00	451200.00						BARTON JOHN DE	HOWE	YORKS	435900.00	480300.00		15.17							
81.00	49.00	134	YORKS	HOSPITAL S. LEONARD MASTER OF	YORK	YORKS	460300.00	451200.00						BERGH ALEX DE			0.00	0.00	CHIVALIER	60.00					L	LANDED	GENTRY
82.00	50.00	134	YORKS	LOND THOS DE EXECS OF	BEVERLEY	YORKS	503300.00	439600.00						MYRY NIC THE	PICKERING	YORKS	479900.00	484000.00		15.00	H3						
83.00	50.00	134	YORKS	LOND THOS DE EXECS OF	BEVERLEY	YORKS	503300.00	439600.00						CHAPMAN RALPH LE	PICKERING	YORKS	479900.00	484000.00		15.00	H3						
84.00	50.00	134	YORKS	LOND THOS DE EXECS OF	BEVERLEY	YORKS	503300.00	439600.00						BEVERLEY RIC DE			0.00	0.00		40.00	H3						
85.00	50.00	134	YORKS	LOND THOS DE EXECS OF	BEVERLEY	YORKS	503300.00	439600.00						PEPYNGHALE NIC DE			0.00	0.00		40.00	H3						
86.00	50.00	134	YORKS	LOND THOS DE EXECS OF	BEVERLEY	YORKS	503300.00	439600.00						CLAY NIC DU			0.00	0.00		40.00	H3						
87.00	50.00	134	YORKS	LOND THOS DE EXECS OF	BEVERLEY	YORKS	503300.00	439600.00						ROMBHAND NIC			0.00	0.00		40.00	H3						
88.00	51.00	138	STAFFS	LEYCESTRE THOS DE	CLIFTON CAMPVILLE	STAFFS	425200.00	310800.00	PARSON ECC					PYCHEFORD WALTER DE	TAMWORTH	STAFFS	420800.00	304100.00		70.00		E	LANDED				
89.00	51.00	138	STAFFS	LEYCESTRE THOS DE	CLIFTON CAMPVILLE	STAFFS	425200.00	310800.00	PARSON ECC					DORSTHULL GILBERT DE	TAMWORTH	STAFFS	420800.00	304100.00		70.00		E	LANDED				
90.00	52.00	138	YORKS	SENERLEY HENRY DE EXECS OF	LINCOLN	LINCS	497700.00	371700.00						REDNESSE STEPHEN DE	BEVERLEY	YORKS	503300.00	439600.00		40.00							
91.00	53.00	139	SURREY	KYNYNGHAM THOS DE			0.00	0.00	CLERK					BERMONDSEY PRIOR OF	BERMONDSEY	SURREY	534300.00	179400.00	PRIOR ECC	61.50		L	OFF&PROF		E	LANDED	
92.00	54.00	142	YORKS	HOSPITAL S. LEONARD MASTER OF	YORK	YORKS	460300.00	451200.00	MASTER OF HOSP ECC					HELVERE INGEBRAN DE			0.00	0.00		15.18		E	LANDED				
93.00	55.00	143	SURREY	CUNSTABLE THOS LE	GUILDFORD	SURREY	499600.00	149600.00	PARSON ECC					HAYDON JOHN DE			0.00	0.00		20.00		E	LANDED				
94.00	56.00	149	BUCKS	DUNSTAPLE PRIOR OF	DUNSTABLE	BEDS	502200.00	221900.00	PRIOR ECC					SPYGURNEL HENRY EXECS OF			0.00	0.00	CHIVALIER	13.33		E	LANDED		L	LANDED	GENTRY
95.00	58.00	152	HERTS	FRYMILL ALIANORA DE			0.00	0.00						LOVEUTH RIC	WATTON	HERTS	530200.00	218900.00		13.33							
96.00	58.00	152	HERTS	FRYMILL ALIANORA DE			0.00	0.00						BRETONN RIC	WATTON	HERTS	530200.00	218900.00		13.33							
97.00	58.00	152	HERTS	FRYMILL ALIANORA DE			0.00	0.00						BRETON JOHN	GREAT MUNDEN	HERTS	535500.00	224200.00		13.33							
98.00	58.00	152	HERTS	FRYMILL ALIANORA DE			0.00	0.00						BERCHER ANDREW LE	GREAT MUNDEN	HERTS	535500.00	224200.00		13.33							
99.00	59.00	153	YORKS	WM	XXX ABBEY		0.00	0.00	ABBOT ECC					CROMVEWELL JOHN DE			0.00	0.00	CHIVALIER	7.00		E	LANDED		L	LANDED	GENTRY
100.00	60.00	153	YORKS	S. OSWALDO PRIOR OF	NOSTELL	YORKS	440000.00	477000.00	PRIOR ECC					GAYTAN FRANCIS	LITH unident		0.00	0.00	PARSON ECC	180.00		E	LANDED		E	LANDED	
101.00	61.00	153	YORKS	MOLSECROSE WM DE			0.00	0.00						EVERYNGHAM ADAM DE	LAXTON	YORKS	479200.00	425500.00		40.00							
102.00	62.00	153	YORKS	MOLSECROSE WM DE			0.00	0.00						EVERYNGHAM ISABELLA DE			0.00	0.00		12.00	F3						
103.00	63.00	157	KENT	WALTHAM S.C. ABBOT OF	WALTHAM HOLY CROSS	ESSEX	538100.00	200600.00	ABBOT ECC					SPICER EDMUND LE	CANTERBURY	KENT	615079.00	157510.00		5.00		E	LANDED				
104.00	64.00	157	KENT	DYNESLE JOHN DE	WOODLAND	KENT	614000.00	141000.00	PARSON ECC					MORAUNT WM			0.00	0.00		15.00		E	LANDED				
105.00	65.00	159	YORKS	BRONN MATHEW	COLBY	WESTMORL	366500.00	520500.00						ATON GILBERT DE			0.00	0.00	CHIVALIER	60.00					L	LANDED	GENTRY
106.00	66.00	159	YORKS	CHIVALIER RALPH FIL WM EXECS O			0.00	0.00						S KEKILTHORP THOS FIL WM DE	PARIHALE unident		0.00	0.00	PARSON ECC	18.67					E	LANDED	
107.00	67.00	160	KENT	FRAMELYNGHAM JOHN DE	ERSHAM unident		0.00	0.00	PARSON ECC					PELTEVEM ROB			0.00	0.00		11.18		E	LANDED				
108.00	68.00	160	ESSEX	BUSTLERE WM LE			0.00	0.00	CHIVALIER					MARESCHAL WM LE	GREAT CHESTERFORD	ESSEX	550500.00	242700.00		6.30		L	LANDED	GENTRY			
109.00	69.00	160	LONDON	NOTYNGHAM HUGH DE			0.00	0.00	CLERK					S. PAULS DEAN OF	LONDON	LONDON	531100.00	181700.00	DEAN ECC	18.00		L	OFF&PROF		E	LANDED	
110.00	70.00	164	ESSEX	ROMUND ALAN EXECS OF			0.00	0.00						BALDEWYNE JOHN	BARLING	ESSEX	593200.00	189800.00		13.33							
111.00	70.00	164	ESSEX	ROMUND ALAN EXECS OF			0.00	0.00						WENDOVER PETER DE			0.00	0.00		13.33							
112.00	71.00	167	LONDON	SECHEFORD ANDREW DE			0.00	0.00						BURDEN WM	STONE IN OXNEY	KENT	593840.00	127960.00	PARSON ECC	20.00					E	LANDED	
113.00	71.00	167	LONDON	SECHEFORD ANDREW DE			0.00	0.00						KERSBROK THOS DE	OXNEY	KENT	593840.00	127960.00	PARSON ECC	20.00					E	LANDED	
114.00	72.00	167	LONDON	HAKEBOURN JOHN DE			0.00	0.00						BOURTON WM DE	KENSINGTON	MIDDX	525680.00	179610.00	VICAR ECC	3.00					E	LANDED	
115.00	73.00	173	LONDON	COK THOS	LONDON	LONDON	531100.00	181700.00	DRAPER					ROBERT	COLWALL/COLWELL	AMBIG	0.00	0.00	PARSON ECC	2.00		L	M&CRAFT	TEXTILE DISTRIB	E	LANDED	
116.00	74.00	177	DEVON	ENGLEYS ED LE	BOVEY TRACY	DEVON	281600.00	78500.00	VICAR ECC					UPHEYE ROB DE			0.00	0.00		2.67		E	LANDED				
117.00	75.00	194	ESSEX	BUREL ALIC	LONDON	LONDON	531100.00	181700.00						DOVERCOURT THOS DE			0.00	0.00		45.00							
118.00	75.00	194	ESSEX	BUREL ALIC	LONDON	LONDON	531100.00	181700.00						STAUNTON GILES DE			0.00	0.00		45.00							
119.00	76.00	196	YORKS	HOLM THOS DE	BEVERLEY	YORKS	503300.00	439600.00	MERCHANT					TORNAY JOHN			0.00	0.00	CHIVALIER	13.33		L	M&CRAFT	MERCHANTS	L	LANDED	GENTRY
120.00	77.00	196	YORKS	CROUSHILL JOHN DE	BEVERLEY	YORKS	503300.00	439600.00						CAKHEN JOHN DE	RAVENSERODD	YORKS	539000.00	410000.00		6.00							
121.00	78.00	196	YORKS	HOLM THOS DE	BEVERLEY	YORKS	503300.00	439600.00	MERCHANT					BONYNGTON - FIL ROB DE			0.00	0.00		10.00	E1	L	M&CRAFT	MERCHANTS			
122.00	79.00	207	YORKS	HOSPITAL S LEONARD MASTER OF	YORK	YORKS	460300.00	451200.00	MASTER OF HOSPITAL ECC					WHYTE ROB FIL ROB LE	GATE HELMSLEY	YORKS	469100.00	455200.00		2.50		E	LANDED				
123.00	79.00	207	YORKS	HOSPITAL S LEONARD MASTER OF	YORK	YORKS	460300.00	451200.00	MASTER OF HOSPITAL ECC					SQUIER ROB	HELMSLEY	YORKS	469100.00	455200.00		2.50		E	LANDED				
124.00	79.00	207	YORKS	HOSPITAL S LEONARD MASTER OF	YORK	YORKS	460300.00	451200.00	MASTER OF HOSPITAL ECC					BUTTERCROMB WM LE	HELMSLEY	YORKS	469100.00	455200.00		2.50		E	LANDED				
125.00	79.00	207	YORKS	HOSPITAL S LEONARD MASTER OF	YORK	YORKS	460300.00	451200.00	MASTER OF HOSPITAL ECC					COUTHORP THOS DE	HELMSLEY	YORKS	469100.00	455200.00		2.50		E	LANDED				
126.00	80.00	215	LONDON	SILKESTON ROB DE			0.00	0.00						CANTUAR M- DE			0.00	0.00	MASON	110.00					L	M&CRAFT	BUILDING
127.00	80.00	215	LONDON	SILKESTON ROB DE			0.00	0.00						MARBERER M ADAM LE			0.00	0.00		110.00							
128.00	82.00	231	LONDON	BURNEDISH ROB DE			0.00	0.00						DYNYETON EDMUND DE	CATHE unident		0.00	0.00	PARSON ECC	5.00					E	LANDED	
129.00	83.00	238	STAFFS	DALLESHULL ABBOT OF	BALSALL	WARWICKS	423900.00	276300.00	ABBOT ECC					BOTILLER RALPH LE			0.00	0.00		8.00		E	LANDED				
130.00	83.00	238	STAFFS	DALLESHULL ABBOT OF	BALSALL	WARWICKS	423900.00	276300.00	ABBOT ECC					WESTON WM DE			0.00	0.00		8.00		E	LANDED				
131.00	84.00	251	LONDON	LING ROGER DE	LONDON	LONDON	531100.00	181700.00	POULTERER					PERTENAL IVONEM	LONDON	LONDON	531100.00	181700.00	WOOLMAN	190.00		L	M&CRAFT	FOOD	L	M&CRAFT	MERCHANTS
132.00	84.00	251	LONDON	LING ROGER DE	LONDON	LONDON	531100.00	181700.00	POULTERER					TAVERNER WM LE	HITCHIN	HERTS	518500.00	229200.00		10.00		L	M&CRAFT	FOOD			
133.00	85.00	252	OXON	BEREFORD EDMUND FIL WM DE			0.00	0.00						HOSP S JOHN OF JERUSALEM PRIOR			0.00	0.00	PRIOR ECC	40.00					E	LANDED	
134.00	86.00	254	SURREY	BUNGEYE HUGH DE	LONDON	LONDON	531100.00	181700.00	ARMOURER					WELLESWORTH CLARISSA DE			0.00	0.00	WIDOW	10.72		L	M&CRAFT	METALS COARSE	L	M_STATUS	
135.00	87.00	273	YORKS	RIPPLYNGHAM M ROB DE	YORK	YORKS	460300.00	451200.00	CHANCELLOR ECC					MELSA ABBOT OF	MEAUX	YORKS	509800.00	439780.00	ABBOT ECC	29.00		E	LANDED		E	LANDED	
136.00	88.00	273	ESSEX	QUERO ANNOTUS GIBALDI DE			0.00	0.00	MERCHANT					BACHUM FRANCIS	GENOA	ITALY	0.00	0.00		50.00		L	M&CRAFT	MERCHANTS			
137.00	89.00	274	ESSEX	WOKYNDON JOANNA DE			0.00	0.00	WIDOW					HANDLO JOHN	VANGE	ESSEX	571500.00	186700.00		200.00		L	M_STATUS				
